@relation bugset3

@attribute loc numeric
@attribute v(g) numeric
@attribute ev(g) numeric
@attribute iv(g) numeric
@attribute n numeric
@attribute v numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute b numeric
@attribute T numeric
@attribute lOCode numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute uniq_Op numeric
@attribute uniq_Opnd numeric
@attribute total_Op numeric
@attribute total_Opnd numeric
@attribute branchCount numeric
@attribute defect {false,true}

@data
21,3,1,3,86,454.54,0.09,11.25,40.4,5113.63,0.15,284.09,0,6,6,15,24,50,36,5,false
9,2,1,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,6,0,1,7,5,9,5,3,false
7,1,1,1,21,79.95,0.3,3.38,23.69,269.85,0.03,14.99,5,0,0,6,8,12,9,1,false
19,3,3,2,44,204.33,0.1,9.75,20.96,1992.21,0.07,110.68,12,2,3,13,12,26,18,5,false
18,2,1,2,16,57.36,0.24,4.2,13.66,240.91,0.02,13.38,8,8,2,7,5,10,6,3,true
81,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,false
29,1,1,1,81,405,0.16,6.17,65.68,2497.5,0.14,138.75,18,4,5,8,24,44,37,1,false
40,5,1,5,93,477.02,0.08,13.33,35.78,6360.31,0.16,353.35,37,0,1,14,21,53,40,9,false
8,1,1,1,37,157.17,0.2,4.96,31.7,779.32,0.05,43.3,6,0,0,7,12,20,17,1,false
18,4,1,4,52,241.48,0.14,7.33,32.93,1770.86,0.08,98.38,13,0,2,10,15,30,22,7,false
374,35,12,18,1160,8418.57,0.01,85.02,99.02,715769.77,2.81,39764.99,221,72,70,43,110,725,435,59,false
14,1,1,1,57,254.19,0.16,6.07,41.9,1542.07,0.08,85.67,9,0,3,7,15,31,26,1,false
31,1,1,1,82,417.17,0.13,7.89,52.86,3292.03,0.14,182.89,20,0,7,11,23,49,33,1,false
17,4,4,1,54,244.27,0.06,17.11,14.28,4179.77,0.08,232.21,14,0,1,14,9,32,22,7,false
10,1,1,1,12,36,0.5,2,18,72,0.01,4,2,2,2,4,4,8,4,1,false
87,4,1,3,143,775.96,0.08,11.92,65.12,9246.81,0.26,513.71,35,42,10,13,30,88,55,7,false
26,2,1,2,68,319.63,0.14,7.15,44.72,2284.41,0.11,126.91,21,0,3,9,17,41,27,3,true
107,9,7,7,187,1109.05,0.05,19.95,55.59,22125.51,0.37,1229.19,71,11,19,21,40,111,76,17,true
22,4,4,1,37,165,0.07,14.67,11.25,2419.98,0.05,134.44,15,0,4,16,6,26,11,7,true
19,3,1,2,43,191.76,0.07,13.72,13.97,2631.31,0.06,146.18,9,0,1,13,9,24,19,5,false
30,9,9,4,137,696.98,0.03,36.73,18.97,25602.49,0.23,1422.36,24,4,2,19,15,79,58,17,false
4,1,1,1,8,20.68,0.2,5,4.14,103.4,0.01,5.74,2,0,0,5,1,6,2,1,false
13,2,1,2,25,92.51,0.29,3.44,26.91,318.01,0.03,17.67,11,0,0,5,8,14,11,3,false
110,4,1,4,760,4748.42,0.03,39.29,120.85,186567.15,1.58,10364.84,89,0,19,14,62,412,348,7,true
11,3,1,3,36,160.54,0.12,8.4,19.11,1348.53,0.05,74.92,9,0,0,12,10,22,14,5,true
78,6,3,6,298,1801.23,0.09,10.89,165.42,19613.39,0.6,1089.63,71,1,1,12,54,200,98,10,true
145,10,1,8,296,1687.33,0.03,38.29,44.07,64604.29,0.56,3589.13,96,29,13,19,33,163,133,19,false
22,2,1,2,41,167.59,0.17,5.95,28.17,997.14,0.06,55.4,16,0,4,7,10,24,17,3,false
59,11,4,6,194,1131.58,0.03,29.3,38.62,33151.78,0.38,1841.77,49,0,7,25,32,119,75,21,true
37,4,1,4,116,574.69,0.07,14.03,40.98,8059.98,0.19,447.78,27,3,3,11,20,65,51,7,false
12,2,1,2,27,105.49,0.18,5.69,18.55,599.95,0.04,33.33,7,0,3,7,8,14,13,3,false
16,1,1,1,32,138.3,0.21,4.67,29.64,645.41,0.05,35.86,12,0,0,8,12,18,14,1,false
14,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,3,5,5,9,5,1,false
34,1,1,1,80,356.75,0.1,10.42,34.25,3716.19,0.12,206.46,20,5,7,10,12,55,25,1,false
70,9,4,7,227,1281.16,0.03,30.64,41.81,39258.26,0.43,2181.01,39,16,13,22,28,149,78,17,true
15,4,4,3,38,166.91,0.11,9.33,17.88,1557.81,0.06,86.54,11,1,0,12,9,24,14,7,true
24,3,1,3,58,269.34,0.14,7.03,38.31,1893.82,0.09,105.21,17,0,2,9,16,33,25,5,false
5,1,1,1,10,33.22,0.29,3.5,9.49,116.27,0.01,6.46,2,0,1,7,3,7,3,1,false
30,5,1,1,66,275.22,0.08,12.5,22.02,3440.19,0.09,191.12,26,0,2,9,9,41,25,9,false
55,4,1,4,184,1038.47,0.06,18.03,57.6,18723.92,0.35,1040.22,32,2,8,17,33,114,70,7,false
7,1,1,1,15,51.89,0.28,3.6,14.41,186.81,0.02,10.38,4,0,1,6,5,9,6,1,false
17,2,1,2,39,168.56,0.11,9,18.73,1517,0.06,84.28,11,0,4,12,8,27,12,3,true
17,4,1,2,63,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,10,18,33,30,7,false
42,4,1,4,134,740.16,0.05,20.06,36.91,14844.27,0.25,824.68,35,1,3,19,27,77,57,7,false
3,1,1,1,5,10,0.67,1.5,6.67,15,0,0.83,2,0,0,2,2,2,3,1,false
143,44,1,1,365,2631.45,0.04,27.5,95.69,72364.89,0.88,4020.27,141,0,0,55,93,272,93,45,false
98,10,10,7,486,3428.87,0.04,27.25,125.84,93428.15,1.14,5190.45,6,57,49,32,101,314,172,19,false
102,17,14,15,383,2378.22,0.03,38.46,61.84,91462.4,0.79,5081.24,62,16,13,26,48,241,142,33,false
24,2,1,1,95,456.7,0.08,12.13,37.64,5541.28,0.15,307.85,16,0,4,13,15,67,28,3,false
115,17,11,17,405,2567.64,0.03,39.25,65.42,100779.84,0.86,5598.88,98,2,12,27,54,248,157,31,true
14,1,1,1,44,186.91,0.19,5.25,35.6,981.27,0.06,54.52,11,0,1,7,12,26,18,1,true
25,1,1,1,65,309.07,0.15,6.5,47.55,2008.94,0.1,111.61,13,1,2,9,18,39,26,1,true
8,1,1,1,16,50.72,0.36,2.8,18.11,142.01,0.02,7.89,5,0,1,4,5,9,7,1,true
7,1,1,1,8,24,0.33,3,8,72,0.01,4,3,1,1,6,2,6,2,1,false
15,1,1,1,70,280,0.05,20,14,5600,0.09,311.11,12,0,0,10,6,46,24,1,false
21,2,1,2,47,228.33,0.16,6.42,35.58,1465.09,0.08,81.39,14,1,4,11,18,26,21,3,false
23,5,5,3,94,465.69,0.08,12.32,37.81,5735.39,0.16,318.63,18,1,2,12,19,55,39,9,false
43,5,1,4,191,1042.75,0.05,20.77,50.21,21654.47,0.35,1203.03,36,0,7,14,30,102,89,9,false
17,3,3,2,41,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,12,1,2,14,10,26,15,5,false
54,10,1,5,143,771.1,0.05,22.13,34.85,17060.62,0.26,947.81,40,3,8,18,24,84,59,19,true
43,7,6,4,159,857.38,0.04,24.55,34.93,21044.74,0.29,1169.15,31,6,4,20,22,105,54,13,false
28,3,1,3,41,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,17,5,4,12,12,26,15,5,false
19,2,1,2,50,219.62,0.08,12,18.3,2635.39,0.07,146.41,13,1,3,12,9,32,18,3,false
168,5,1,5,852,5544.64,0.03,38.29,144.81,212301.39,1.85,11794.52,151,1,14,15,76,464,388,9,true
65,8,1,3,167,932.69,0.05,20.97,44.49,19554.3,0.31,1086.35,52,3,6,19,29,103,64,15,false
35,6,3,5,125,630.55,0.05,21.37,29.51,13473.84,0.21,748.55,32,0,1,14,19,67,58,11,false
13,2,1,1,27,96.79,0.17,6,16.12,580.76,0.03,32.25,11,0,0,6,6,15,12,3,false
12,2,1,2,52,241.48,0.15,6.75,35.77,1629.99,0.08,90.56,9,0,1,9,16,28,24,3,false
14,3,3,1,25,102.19,0.11,9.17,11.15,936.71,0.03,52.04,10,0,2,11,6,15,10,5,false
90,9,7,4,365,1980.59,0.03,36.62,54.09,72522.48,0.66,4029.03,72,4,10,13,30,196,169,17,false
34,5,5,1,56,242.03,0.06,17.25,14.03,4174.97,0.08,231.94,19,2,10,12,8,33,23,9,false
59,6,3,5,176,1022.09,0.06,16.35,62.53,16707.31,0.34,928.18,42,7,7,17,39,101,75,11,false
12,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,4,0,5,4,12,6,1,false
16,2,1,2,36,133.22,0.09,11.25,11.84,1498.68,0.04,83.26,7,4,3,9,4,26,10,3,false
16,4,4,1,135,675,0.04,24.37,27.7,16447.5,0.23,913.75,0,3,4,17,15,92,43,7,false
53,7,1,7,147,853.68,0.04,22.65,37.69,19337.17,0.28,1074.29,41,0,8,24,34,83,66,8,false
9,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,6,0,1,6,4,7,4,1,false
5,1,1,1,10,30,0.4,2.5,12,75,0.01,4.17,2,0,0,5,3,7,3,1,false
18,2,1,2,88,431.81,0.06,15.75,27.42,6800.95,0.14,377.83,10,4,1,14,16,52,36,3,false
47,6,1,2,98,514.29,0.08,12,42.86,6171.56,0.17,342.86,38,0,4,16,22,65,33,7,false
5,1,1,1,12,36,0.4,2.5,14.4,90,0.01,5,3,0,0,5,3,9,3,1,false
46,8,3,5,108,578.62,0.05,19.95,29,11543.38,0.19,641.3,29,5,5,21,20,70,38,15,true
56,5,1,4,167,927.62,0.04,22.73,40.81,21086.71,0.31,1171.48,41,8,5,19,28,100,67,9,false
227,27,7,16,596,3869.14,0.03,30.14,128.36,116627.07,1.29,6479.28,168,21,30,20,70,385,211,53,true
175,18,7,12,727,4707.86,0.02,49.85,94.45,234668.62,1.57,13037.15,149,9,15,24,65,457,270,35,false
6,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,1,1,3,1,3,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,2,1,2,1,1,false
13,2,1,1,32,125.02,0.1,10.5,11.91,1312.72,0.04,72.93,9,0,2,9,6,18,14,3,false
19,5,5,3,77,388.42,0.05,19.8,19.62,7690.68,0.13,427.26,15,0,2,18,15,44,33,9,false
10,1,1,1,17,64.73,0.33,3,21.58,194.18,0.02,10.79,6,0,0,6,8,9,8,1,false
32,5,1,3,102,535.29,0.05,20.7,25.86,11080.47,0.18,615.58,21,7,4,18,20,56,46,9,false
10,2,1,2,37,157.17,0.15,6.75,23.28,1060.92,0.05,58.94,8,0,0,9,10,22,15,3,false
42,1,1,1,170,959.46,0.09,11.24,85.34,10787.39,0.32,599.3,30,0,9,13,37,106,64,1,false
13,2,1,2,32,125.02,0.18,5.69,21.98,711.05,0.04,39.5,9,1,2,7,8,19,13,3,false
21,2,1,2,77,332.79,0.05,18.75,17.75,6239.78,0.11,346.65,15,0,4,12,8,52,25,3,true
8,1,1,1,13,43.19,0.27,3.75,11.52,161.94,0.01,9,6,0,0,6,4,8,5,1,false
11,1,1,1,26,104,0.5,2,52,208,0.03,11.56,2,0,2,4,12,14,12,1,true
15,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,12,0,0,10,10,29,16,3,false
4,1,1,1,11,30.88,0.2,5,6.18,154.4,0.01,8.58,2,0,0,5,2,7,4,1,false
88,14,1,13,235,1312.47,0.02,40.83,32.14,53592.37,0.44,2977.35,75,0,11,21,27,130,105,25,false
12,2,1,2,15,53.77,0.33,3,17.92,161.32,0.02,8.96,6,3,1,6,6,9,6,3,false
12,2,1,2,20,71.7,0.13,8,8.96,573.59,0.02,31.87,8,0,1,8,4,12,8,3,false
4,2,1,1,17,58.81,0.16,6.13,9.6,360.21,0.02,20.01,2,0,0,7,4,10,7,3,false
10,2,1,2,23,92,0.14,7.07,13.01,650.57,0.03,36.14,7,0,1,9,7,12,11,3,false
32,6,1,3,139,724.11,0.05,20.95,34.56,15171.91,0.24,842.88,24,1,5,16,21,84,55,11,false
22,1,1,1,109,512.35,0.2,4.91,104.37,2515.16,0.17,139.73,19,0,1,4,22,55,54,1,true
23,6,4,5,53,243,0.06,15.83,15.35,3847.55,0.08,213.75,18,0,1,15,9,34,19,11,false
12,4,1,3,38,158.46,0.13,7.5,21.13,1188.43,0.05,66.02,8,0,2,9,9,23,15,7,false
11,4,4,3,25,95.18,0.19,5.33,17.85,507.65,0.03,28.2,9,0,0,8,6,17,8,7,false
31,1,1,1,124,650.74,0.09,10.8,60.27,7025.61,0.22,390.31,18,0,3,11,27,71,53,1,false
32,4,4,3,89,448.95,0.09,11.14,40.29,5002.6,0.15,277.92,21,5,2,12,21,50,39,7,false
21,3,1,2,39,168.56,0.11,9,18.73,1517,0.06,84.28,15,0,3,12,8,27,12,5,false
18,4,4,4,54,240.81,0.13,7.96,30.25,1917.21,0.08,106.51,13,2,1,9,13,31,23,7,false
11,1,1,1,30,114.22,0.15,6.5,17.57,742.43,0.04,41.25,4,3,2,7,7,17,13,1,false
63,11,5,11,163,842.7,0.05,19.29,43.7,16252.03,0.28,902.89,52,4,5,15,21,109,54,21,false
28,4,3,4,70,353.11,0.09,11.42,30.92,4032.86,0.12,224.05,23,0,2,14,19,39,31,7,false
65,7,7,5,169,943.86,0.05,19.98,47.23,18860.9,0.31,1047.82,48,6,5,19,29,108,61,13,false
13,1,1,1,46,213.62,0.13,7.46,28.62,1594.5,0.07,88.58,9,2,0,11,14,27,19,1,true
14,3,1,3,17,56.47,0.29,3.5,16.14,197.65,0.02,10.98,7,4,1,5,5,10,7,5,false
16,2,1,2,29,113.3,0.16,6.13,18.5,693.96,0.04,38.55,8,3,3,7,8,15,14,3,false
147,21,20,3,547,3329.84,0.02,62.21,53.52,207163.75,1.11,11509.1,108,15,20,26,42,346,201,41,true
26,4,3,2,50,235.02,0.1,10,23.5,2350.22,0.08,130.57,16,0,5,13,13,30,20,7,false
18,1,1,1,48,203.9,0.1,10,20.39,2039.01,0.07,113.28,10,0,6,10,9,30,18,1,false
5,1,1,1,18,66.61,0.2,5,13.32,333.04,0.02,18.5,3,0,0,10,3,15,3,1,false
30,2,1,2,66,298.56,0.12,8.27,36.12,2468.06,0.1,137.11,17,6,5,8,15,35,31,3,false
16,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,13,0,0,10,10,29,16,3,false
19,4,1,4,52,247.25,0.1,10,24.73,2472.54,0.08,137.36,16,0,1,12,15,27,25,7,false
115,8,1,8,405,2622.67,0.03,30.14,87,79057.67,0.87,4392.09,79,13,21,23,66,232,173,13,true
14,2,1,2,33,147.16,0.13,8,18.4,1177.29,0.05,65.4,11,1,0,11,11,17,16,3,false
24,4,3,3,107,600.77,0.09,10.91,55.07,6553.9,0.2,364.11,23,0,1,16,33,62,45,7,false
140,39,36,19,612,3629.61,0.02,58.54,62.01,212465.05,1.21,11803.61,113,6,9,20,41,372,240,77,false
27,3,1,2,98,535.02,0.06,15.58,34.35,8334.03,0.18,463,24,0,3,18,26,53,45,5,false
15,2,1,2,28,106.61,0.2,5,21.32,533.03,0.04,29.61,13,0,0,7,7,18,10,3,false
13,1,1,1,28,106.61,0.24,4.13,25.84,439.75,0.04,24.43,6,2,1,6,8,17,11,1,false
10,1,1,1,34,136,0.09,10.83,12.55,1473.33,0.05,81.85,6,0,1,10,6,21,13,1,false
10,4,3,2,24,98.1,0.12,8.25,11.89,809.32,0.03,44.96,7,0,1,11,6,15,9,7,false
34,5,1,5,129,681.82,0.05,18.93,36.01,12908.03,0.23,717.11,28,1,3,17,22,80,49,9,false
23,2,1,2,43,185.84,0.32,3.17,58.69,588.5,0.06,32.68,16,0,5,5,15,24,19,3,false
37,4,1,4,86,351.52,0.08,13.3,26.43,4675.24,0.12,259.74,27,3,3,7,10,48,38,7,false
16,2,1,2,44,196.21,0.15,6.67,29.43,1308.1,0.07,72.67,9,2,2,10,12,28,16,3,false
13,2,1,1,31,131.69,0.21,4.73,27.86,622.51,0.04,34.58,10,0,1,8,11,18,13,3,true
5,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,2,0,1,4,3,5,3,1,false
67,11,9,4,253,1346.45,0.02,55.82,24.12,75153.05,0.45,4175.17,53,3,8,21,19,152,101,21,false
11,2,1,2,23,92,0.33,3,30.67,276,0.03,15.33,6,1,2,6,10,13,10,3,false
19,2,1,1,52,244.42,0.17,5.78,42.3,1412.22,0.08,78.46,9,5,3,8,18,26,26,3,false
17,1,1,1,67,268,0.08,13,20.62,3484,0.09,193.56,11,1,3,8,8,41,26,1,false
7,1,1,1,9,25.27,0.27,3.75,6.74,94.75,0.01,5.26,4,0,1,5,2,6,3,1,false
6,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,4,0,0,6,3,7,4,1,false
28,4,1,4,119,559.35,0.04,27.95,20.01,15636.44,0.19,868.69,20,0,6,15,11,78,41,7,true
89,3,1,3,197,1182,0.06,17.36,68.08,20521.53,0.39,1140.09,49,17,14,17,47,101,96,5,false
14,2,1,2,31,131.69,0.23,4.36,30.18,574.63,0.04,31.92,11,0,1,8,11,19,12,3,false
17,1,1,1,56,193.73,0.06,17.5,11.07,3390.24,0.06,188.35,11,0,3,7,4,36,20,1,false
7,2,1,2,14,48.43,0.23,4.38,11.07,211.89,0.02,11.77,5,0,0,7,4,9,5,3,true
6,1,1,1,14,46.51,0.5,2,23.25,93.01,0.02,5.17,4,0,0,4,6,8,6,1,true
47,6,1,6,86,421.99,0.07,14,30.14,5907.9,0.14,328.22,31,10,6,12,18,44,42,11,true
23,3,1,3,69,353.92,0.14,7.1,49.82,2514.31,0.12,139.68,20,0,3,11,24,38,31,5,false
16,2,1,2,29,110.41,0.17,6,18.4,662.48,0.04,36.8,10,0,4,7,7,17,12,3,false
31,2,1,2,133,692.86,0.08,11.85,58.49,8207.69,0.23,455.98,21,1,7,11,26,77,56,3,false
153,11,1,11,369,2161.59,0.02,41.43,52.17,89560.14,0.72,4975.56,93,43,15,21,37,223,146,21,true
46,5,5,4,109,583.97,0.06,17.27,33.81,10086.81,0.19,560.38,31,6,5,19,22,69,40,9,false
68,9,4,2,141,734.53,0.03,35.08,20.94,25765.15,0.24,1431.4,35,22,9,24,13,103,38,13,false
7,1,1,1,8,20.68,0.5,2,10.34,41.36,0.01,2.3,3,0,1,4,2,6,2,1,false
15,1,1,1,50,222.97,0.18,5.43,41.07,1210.42,0.07,67.25,11,0,0,8,14,31,19,1,false
70,13,7,9,355,2263.14,0.04,27.86,81.22,63061.03,0.75,3503.39,6,15,25,24,59,218,137,25,false
184,16,12,13,437,2922,0.03,33.6,86.96,98179.22,0.97,5454.4,137,27,18,28,75,257,180,31,true
25,5,1,5,67,311.14,0.07,14.62,21.27,4550.4,0.1,252.8,17,0,6,13,12,40,27,9,true
26,5,1,1,117,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,22,1,1,8,16,58,59,9,false
33,2,1,2,38,166.91,0.12,8.67,19.26,1446.54,0.06,80.36,8,13,8,12,9,25,13,3,false
16,2,1,1,43,197.15,0.09,10.83,18.2,2135.83,0.07,118.66,10,1,3,15,9,30,13,3,false
5,1,1,1,15,42.11,0.16,6.25,6.74,263.19,0.01,14.62,3,0,0,5,2,10,5,1,false
7,1,1,1,11,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3,0,1,5,4,7,4,1,false
27,9,3,4,85,404.17,0.04,22.55,17.93,9112.09,0.13,506.23,20,1,3,16,11,54,31,17,false
19,2,1,2,52,241.48,0.21,4.86,49.68,1173.86,0.08,65.2,14,0,3,7,18,27,25,3,false
13,2,1,1,40,183.4,0.1,10.05,18.26,1842.32,0.06,102.35,9,0,1,13,11,23,17,3,false
22,3,1,1,58,265.93,0.1,9.64,27.58,2564.3,0.09,142.46,18,0,2,10,14,31,27,5,false
10,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,2,2,5,3,6,3,1,false
17,2,1,2,30,125.1,0.13,7.86,15.92,982.91,0.04,54.61,10,0,1,11,7,20,10,3,false
44,5,3,5,99,495,0.08,13.22,37.44,6545,0.17,363.61,35,1,4,14,18,65,34,8,false
29,3,1,3,78,393.46,0.11,8.75,44.97,3442.8,0.13,191.27,22,0,5,11,22,43,35,5,false
27,5,1,4,159,888.01,0.05,20.7,42.9,18381.79,0.3,1021.21,8,19,17,23,25,114,45,9,false
129,22,16,17,344,2086.73,0.04,25.53,81.73,53276.94,0.7,2959.83,109,1,13,19,48,215,129,43,false
92,13,7,9,318,1908,0.03,34.67,55.03,66158.78,0.64,3675.49,86,1,3,21,43,176,142,25,false
88,3,1,3,291,1789.58,0.07,15,119.31,26843.65,0.6,1491.31,55,17,14,15,56,179,112,5,false
21,2,1,2,57,257.83,0.13,7.71,33.42,1989.07,0.09,110.5,13,0,2,9,14,33,24,3,false
24,5,3,3,80,396.34,0.05,18.21,21.76,7218.97,0.13,401.05,10,10,2,17,14,50,30,9,false
10,2,1,2,26,108.42,0.2,5,21.68,542.09,0.04,30.12,8,0,0,9,9,16,10,3,false
53,11,6,9,354,2139.72,0.02,44.31,48.29,94805.86,0.71,5266.99,43,0,8,27,39,226,128,21,true
12,3,3,1,30,125.1,0.12,8.64,14.47,1081.2,0.04,60.07,8,0,2,11,7,19,11,5,false
8,2,1,2,14,46.51,0.19,5.25,8.86,244.16,0.02,13.56,6,0,0,6,4,7,7,3,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,1,true
4,1,1,1,33,137.61,0.15,6.5,21.17,894.45,0.05,49.69,4,1,0,4,6,7,6,1,false
76,16,10,11,526,3670.05,0.03,33.87,108.35,124313.16,1.22,6906.29,28,17,35,32,94,327,199,31,false
55,8,4,6,98,531.77,0.1,9.9,53.73,5262.73,0.18,292.37,37,6,9,14,29,57,41,15,false
151,18,4,16,439,2790.97,0.03,38.54,72.43,107551.84,0.93,5975.1,120,3,24,26,56,273,166,34,true
31,6,4,5,98,541.31,0.08,12.31,43.97,6663.7,0.18,370.21,23,1,5,17,29,56,42,11,false
18,2,1,2,32,133.44,0.14,7.07,18.87,943.59,0.04,52.42,11,0,5,11,7,23,9,3,false
4,1,1,1,10,30,0.3,3.33,9,100,0.01,5.56,2,0,0,5,3,6,4,1,false
23,14,14,14,148,771,0.04,22.48,34.3,17329.12,0.26,962.73,20,0,1,16,21,89,59,27,false
32,8,8,7,72,334.36,0.09,11,30.4,3677.93,0.11,204.33,18,8,3,11,14,44,28,15,false
99,17,1,17,353,2093.55,0.1,10.37,201.88,21710.89,0.7,1206.16,81,0,16,7,54,193,160,33,false
38,8,7,4,82,370.93,0.05,22.1,16.78,8197.6,0.12,455.42,24,4,4,13,10,48,34,15,false
32,7,7,4,172,980.48,0.04,24.2,40.52,23727.51,0.33,1318.2,26,0,4,22,30,106,66,12,false
35,8,1,1,93,431.88,0.03,37.29,11.58,16102.9,0.14,894.61,28,2,3,18,7,64,29,13,false
15,2,1,2,25,95.18,0.15,6.67,14.28,634.56,0.03,35.25,10,0,1,8,6,15,10,3,false
38,4,3,4,124,630.85,0.07,13.62,46.32,8591.51,0.21,477.31,33,0,2,13,21,80,44,7,false
8,2,1,2,14,50.19,0.25,4,12.55,200.76,0.02,11.15,4,0,2,8,4,10,4,3,true
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
42,4,1,4,119,583.92,0.04,25,23.36,14598,0.19,811,30,7,3,15,15,69,50,7,true
5,1,1,1,11,34.87,0.5,2,17.43,69.74,0.01,3.87,3,0,0,4,5,6,5,1,false
33,9,9,7,103,540.54,0.05,22.22,24.32,12011.92,0.18,667.33,25,1,3,20,18,63,40,17,true
5,1,1,1,8,20.68,0.5,2,10.34,41.36,0.01,2.3,2,0,1,4,2,6,2,1,false
21,2,1,2,61,279.68,0.16,6.43,43.51,1797.96,0.09,99.89,15,0,0,10,14,43,18,3,true
20,2,1,2,33,137.61,0.21,4.8,28.67,660.52,0.05,36.7,14,0,4,8,10,21,12,3,false
26,9,1,7,197,1055.44,0.03,35.24,29.95,37191.62,0.35,2066.19,21,0,1,20,21,123,74,17,false
39,6,1,5,63,276.72,0.12,8.31,33.31,2298.87,0.09,127.72,24,6,6,8,13,36,27,11,false
9,1,1,1,14,46.51,0.21,4.67,9.97,217.03,0.02,12.06,0,0,4,7,3,10,4,1,false
50,3,1,3,115,603.51,0.05,20.64,29.24,12458.21,0.2,692.12,33,2,5,17,21,64,51,5,true
6,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,3,0,1,5,3,5,3,1,true
149,16,10,14,545,3340.46,0.03,37.85,88.26,126433.23,1.11,7024.07,127,5,11,17,53,309,236,31,false
10,1,1,1,26,93.21,0.19,5.25,17.75,489.35,0.03,27.19,6,0,0,4,8,5,21,1,false
9,2,1,1,31,129.27,0.18,5.6,23.08,723.9,0.04,40.22,6,0,0,8,10,17,14,3,true
9,2,1,1,39,173.92,0.14,7.22,24.08,1256.07,0.06,69.78,2,0,3,13,9,29,10,3,false
21,2,1,2,79,398.51,0.1,10.4,38.32,4144.47,0.13,230.25,18,0,1,13,20,47,32,3,false
151,20,12,16,541,3327.01,0.02,55.4,60.05,184330.69,1.11,10240.59,98,22,26,24,47,324,217,39,true
103,24,16,10,287,1708.85,0.02,40.89,41.8,69867.73,0.57,3881.54,81,7,10,27,35,181,106,47,false
23,28,28,28,211,1045.33,0.06,17.38,60.14,18168.93,0.35,1009.38,21,0,0,10,21,138,73,55,false
30,3,1,3,53,221.01,0.09,10.63,20.8,2348.19,0.07,130.44,21,5,2,10,8,36,17,5,false
75,10,5,4,226,1340.35,0.03,29.33,45.69,39316.83,0.45,2184.27,67,0,8,22,39,122,104,19,true
15,1,1,1,30,122.62,0.24,4.2,29.2,515.02,0.04,28.61,5,0,8,7,10,18,12,1,false
38,8,1,7,106,552.2,0.07,14.61,37.8,8066.95,0.18,448.16,31,1,4,14,23,58,48,15,false
46,11,10,7,98,480.88,0.12,8.57,56.1,4121.79,0.16,228.99,29,5,7,9,21,58,40,21,false
10,1,1,1,18,64.53,0.29,3.5,18.44,225.85,0.02,12.55,4,2,1,6,6,11,7,1,false
105,6,1,6,556,3323.37,0.02,45.83,72.52,152296.93,1.11,8460.94,87,2,14,17,46,308,248,11,false
5,1,1,1,9,23.26,0.5,2,11.63,46.53,0.01,2.58,3,0,0,3,3,5,4,1,false
10,1,1,1,24,83.03,0.19,5.4,15.38,448.34,0.03,24.91,6,0,2,6,5,15,9,1,false
23,2,1,2,32,138.3,0.17,6,23.05,829.81,0.05,46.1,13,3,5,10,10,20,12,3,false
8,1,1,1,16,57.36,0.17,6,9.56,344.16,0.02,19.12,4,0,2,8,4,10,6,1,false
22,1,1,1,20,80,0.25,4,20,320,0.03,17.78,18,0,0,8,8,12,8,1,false
18,3,1,1,25,86.49,0.19,5.25,16.47,454.05,0.03,25.23,16,0,0,7,4,19,6,5,false
11,2,1,2,25,102.19,0.12,8.57,11.92,875.88,0.03,48.66,7,0,2,10,7,13,12,3,false
22,2,1,2,64,293.44,0.14,7.25,40.47,2127.42,0.1,118.19,14,1,4,8,16,35,29,3,false
14,2,1,2,43,191.76,0.13,8,23.97,1534.04,0.06,85.22,9,0,2,11,11,27,16,3,false
29,4,1,3,151,912.7,0.05,18.53,49.27,16907.83,0.3,939.32,7,6,18,26,40,94,57,6,false
14,3,3,2,42,181.52,0.08,12,15.13,2178.25,0.06,121.01,9,0,3,12,8,26,16,5,false
